customer_id,customer_name,centre_id,centre_name,booking_date,arrival_time,hour_of_day,day_of_week,peak_hour,token_number,tokens_ahead,queue_length,active_counters,crop,quantity_kg,quality_grade,staff_experience_years,estimated_time_min,actual_wait_time_min,processing_time_min,service_start_time,service_end_time,total_time_at_centre_min
FARM100181,Farmer_0181,PC004,Tumakuru Main,2026-03-23,12:10:00,12,0,1,25,23,24,3,Maize,381.5,A,5,119.9,127.2,15.4,14:17:12,14:32:36,142.6
FARM100302,Farmer_0302,PC005,Bengaluru Rural,2026-02-04,11:20:00,11,2,1,37,32,33,4,Groundnut,142.8,B,7,101.1,94.4,13.6,12:54:24,13:08:00,108.0
FARM100497,Farmer_0497,PC001,Mysuru Central,2026-03-18,15:47:00,15,2,0,15,14,20,4,Maize,381.3,C,1,51.8,49.2,14.4,16:36:12,16:50:36,63.6
FARM101721,Farmer_1721,PC002,Mandya North,2026-04-22,13:02:00,13,2,1,47,42,46,3,Sugarcane,131.7,A,9,184.7,180.0,14.0,16:02:00,16:16:00,194.0
FARM101710,Farmer_1710,PC003,Hassan Market,2026-02-15,13:00:00,13,6,1,45,43,47,5,Rice,105.8,A,2,93.6,91.8,10.8,14:31:48,14:42:36,102.6
FARM101888,Farmer_1888,PC001,Mysuru Central,2026-02-03,10:09:00,10,1,1,43,38,40,3,Tur Dal,300.2,A,5,164.6,158.5,12.6,12:47:30,13:00:06,171.1
FARM101992,Farmer_1992,PC005,Bengaluru Rural,2026-03-26,15:27:00,15,3,0,21,18,24,5,Cotton,201.3,A,5,46.4,44.0,12.5,16:11:00,16:23:30,56.5
FARM100518,Farmer_0518,PC003,Hassan Market,2026-03-15,11:37:00,11,6,1,34,30,37,4,Maize,342.7,B,4,109.6,101.3,14.6,13:18:18,13:32:54,115.9
FARM101985,Farmer_1985,PC005,Bengaluru Rural,2026-03-19,11:07:00,11,3,1,14,12,15,6,Wheat,216.2,B,9,16.3,15.9,7.5,11:22:54,11:30:24,23.4
FARM101070,Farmer_1070,PC001,Mysuru Central,2026-03-19,09:14:00,9,3,0,13,8,11,2,Rice,103.6,A,8,33.2,32.8,7.9,09:46:48,09:54:42,40.7
FARM100477,Farmer_0477,PC001,Mysuru Central,2026-03-12,12:06:00,12,3,1,31,30,35,3,Rice,448.0,B,4,118.0,119.3,11.7,14:05:18,14:17:00,131.0
FARM100158,Farmer_0158,PC004,Tumakuru Main,2026-03-06,12:04:00,12,4,1,32,28,32,3,Tur Dal,131.9,C,6,112.4,103.7,9.9,13:47:42,13:57:36,113.6
FARM101244,Farmer_1244,PC003,Hassan Market,2026-03-22,14:58:00,14,6,0,12,10,16,4,Sugarcane,288.7,C,2,42.0,38.7,16.7,15:36:42,15:53:24,55.4
FARM101196,Farmer_1196,PC002,Mandya North,2026-04-29,11:48:00,11,2,1,39,38,44,2,Sugarcane,216.0,C,9,184.0,180.0,15.2,14:48:00,15:03:12,195.2
FARM100017,Farmer_0017,PC001,Mysuru Central,2026-04-03,11:39:00,11,4,1,20,18,25,3,Tur Dal,448.9,A,4,75.4,80.6,12.0,12:59:36,13:11:36,92.6
FARM101536,Farmer_1536,PC001,Mysuru Central,2026-03-02,09:17:00,9,0,0,42,41,42,4,Maize,186.7,C,5,156.2,145.3,14.3,11:42:18,11:56:36,159.6
FARM101073,Farmer_1073,PC005,Bengaluru Rural,2026-03-19,13:35:00,13,3,1,42,37,44,5,Rice,338.2,C,10,83.0,88.7,12.4,15:03:42,15:16:06,101.1
FARM101972,Farmer_1972,PC004,Tumakuru Main,2026-02-06,16:47:00,16,4,0,17,16,17,3,Sugarcane,240.0,A,1,74.6,74.6,14.1,18:01:36,18:15:42,88.7
FARM100547,Farmer_0547,PC004,Tumakuru Main,2026-03-14,16:13:00,16,5,0,13,10,11,3,Sugarcane,425.9,C,7,66.5,67.4,18.4,17:20:24,17:38:48,85.8
FARM101540,Farmer_1540,PC003,Hassan Market,2026-01-26,10:05:00,10,0,1,25,20,26,3,Cotton,240.0,B,7,75.7,83.7,12.7,11:28:42,11:41:24,96.4
FARM100659,Farmer_0659,PC002,Mandya North,2026-02-18,15:48:00,15,2,0,20,15,22,2,Cotton,438.9,C,10,111.7,122.6,15.1,17:50:36,18:05:42,137.7
FARM101626,Farmer_1626,PC004,Tumakuru Main,2026-01-17,13:42:00,13,5,1,41,36,39,2,Maize,289.3,A,9,186.5,180.0,11.5,16:42:00,16:53:30,191.5
FARM101020,Farmer_1020,PC004,Tumakuru Main,2026-01-07,14:58:00,14,2,0,38,33,39,3,Ragi,418.3,C,2,165.6,160.0,14.0,17:38:00,17:52:00,174.0
FARM101663,Farmer_1663,PC005,Bengaluru Rural,2026-03-27,08:06:00,8,4,0,21,19,24,5,Rice,390.9,A,7,40.0,42.3,12.8,08:48:18,09:01:06,55.1
FARM101505,Farmer_1505,PC001,Mysuru Central,2026-01-14,09:46:00,9,2,0,23,19,20,2,Sugarcane,361.4,B,3,162.7,180.0,19.0,12:46:00,13:05:00,199.0
FARM100960,Farmer_0960,PC001,Mysuru Central,2026-03-05,09:55:00,9,3,0,21,19,23,3,Groundnut,189.5,C,7,71.8,72.8,11.4,11:07:48,11:19:12,84.2
FARM101882,Farmer_1882,PC004,Tumakuru Main,2026-04-18,15:51:00,15,5,0,11,9,12,3,Ragi,228.3,A,10,24.0,25.7,8.2,16:16:42,16:24:54,33.9
FARM100284,Farmer_0284,PC003,Hassan Market,2026-03-24,14:34:00,14,1,0,33,32,34,4,Groundnut,408.0,B,6,110.9,120.7,16.2,16:34:42,16:50:54,136.9
FARM100798,Farmer_0798,PC002,Mandya North,2026-01-01,14:22:00,14,3,0,6,2,7,3,Groundnut,443.1,A,8,8.5,7.9,13.3,14:29:54,14:43:12,21.2
FARM101627,Farmer_1627,PC005,Bengaluru Rural,2026-02-21,15:52:00,15,5,0,30,29,35,5,Cotton,325.9,C,1,76.3,73.6,14.6,17:05:36,17:20:12,88.2
FARM100226,Farmer_0226,PC003,Hassan Market,2026-03-04,12:42:00,12,2,1,39,34,40,4,Rice,245.7,B,7,68.9,69.0,8.1,13:51:00,13:59:06,77.1
FARM100027,Farmer_0027,PC002,Mandya North,2026-03-03,16:51:00,16,1,0,40,38,41,2,Groundnut,299.4,B,3,175.2,180.0,13.3,19:51:00,20:04:18,193.3
FARM101771,Farmer_1771,PC001,Mysuru Central,2026-01-10,10:07:00,10,5,1,1,0,7,4,Cotton,574.9,C,7,11.0,10.7,19.7,10:17:42,10:37:24,30.4
FARM100438,Farmer_0438,PC003,Hassan Market,2026-03-02,08:33:00,8,0,0,9,7,9,4,Wheat,222.6,B,2,21.3,21.3,9.1,08:54:18,09:03:24,30.4
FARM101949,Farmer_1949,PC005,Bengaluru Rural,2026-02-17,09:58:00,9,1,0,33,32,39,5,Ragi,332.6,B,6,58.2,59.8,10.0,10:57:48,11:07:48,69.8
FARM101389,Farmer_1389,PC002,Mandya North,2026-02-24,09:19:00,9,1,0,8,6,9,2,Tur Dal,253.4,B,9,29.4,27.4,8.2,09:46:24,09:54:36,35.6
FARM100230,Farmer_0230,PC004,Tumakuru Main,2026-01-01,13:10:00,13,3,1,41,38,42,2,Tur Dal,331.7,A,9,165.8,180.0,9.1,16:10:00,16:19:06,189.1
FARM100038,Farmer_0038,PC001,Mysuru Central,2026-04-27,16:07:00,16,0,0,38,35,40,4,Sugarcane,426.0,B,1,172.3,161.0,17.7,18:48:00,19:05:42,178.7
FARM100750,Farmer_0750,PC004,Tumakuru Main,2026-03-01,14:17:00,14,6,0,28,27,33,3,Tur Dal,358.6,A,4,114.2,110.4,11.5,16:07:24,16:18:54,121.9
FARM101046,Farmer_1046,PC002,Mandya North,2026-01-25,11:37:00,11,6,1,18,17,22,2,Rice,448.1,B,7,127.8,124.2,13.5,13:41:12,13:54:42,137.7
FARM101399,Farmer_1399,PC004,Tumakuru Main,2026-04-06,14:56:00,14,0,0,25,20,21,2,Wheat,213.6,A,10,85.7,91.5,8.2,16:27:30,16:35:42,99.7
FARM100470,Farmer_0470,PC005,Bengaluru Rural,2026-03-19,16:08:00,16,3,0,30,27,29,4,Maize,478.4,C,7,93.9,86.2,15.0,17:34:12,17:49:12,101.2
FARM101693,Farmer_1693,PC003,Hassan Market,2026-02-04,16:33:00,16,2,0,45,42,45,5,Maize,389.3,B,9,60.3,66.0,8.1,17:39:00,17:47:06,74.1
FARM101968,Farmer_1968,PC002,Mandya North,2026-01-20,13:02:00,13,1,1,9,7,10,2,Sugarcane,215.8,C,1,56.7,58.1,14.6,14:00:06,14:14:42,72.7
FARM100688,Farmer_0688,PC005,Bengaluru Rural,2026-04-16,10:26:00,10,3,1,44,41,43,6,Sugarcane,67.0,A,9,70.2,76.2,10.8,11:42:12,11:53:00,87.0
FARM101844,Farmer_1844,PC005,Bengaluru Rural,2026-04-27,13:29:00,13,0,1,46,42,43,5,Ragi,109.4,A,1,108.8,100.8,12.3,15:09:48,15:22:06,113.1
FARM100640,Farmer_0640,PC002,Mandya North,2026-04-17,15:57:00,15,4,0,45,41,45,2,Ragi,183.7,B,10,181.5,180.0,9.4,18:57:00,19:06:24,189.4
FARM101713,Farmer_1713,PC001,Mysuru Central,2026-03-11,09:58:00,9,2,0,19,15,18,2,Wheat,506.5,B,8,114.9,105.7,14.5,11:43:42,11:58:12,120.2
FARM101219,Farmer_1219,PC005,Bengaluru Rural,2026-01-12,12:14:00,12,0,1,23,21,27,6,Cotton,407.3,C,2,63.4,64.2,17.4,13:18:12,13:35:36,81.6
FARM101159,Farmer_1159,PC003,Hassan Market,2026-01-10,08:29:00,8,5,0,28,27,32,3,Maize,501.6,B,4,125.4,130.7,15.6,10:39:42,10:55:18,146.3
FARM101416,Farmer_1416,PC002,Mandya North,2026-01-07,08:05:00,8,2,0,22,21,25,2,Maize,410.5,B,4,169.2,154.3,13.7,10:39:18,10:53:00,168.0
FARM101528,Farmer_1528,PC003,Hassan Market,2026-03-19,13:04:00,13,3,1,21,20,26,4,Maize,327.9,A,1,72.7,69.6,12.5,14:13:36,14:26:06,82.1
FARM101656,Farmer_1656,PC005,Bengaluru Rural,2026-01-21,15:34:00,15,2,0,28,23,25,5,Groundnut,332.0,C,3,66.4,63.2,14.6,16:37:12,16:51:48,77.8
FARM101301,Farmer_1301,PC002,Mandya North,2026-04-12,16:31:00,16,6,0,29,24,28,2,Rice,476.0,C,2,181.6,180.0,17.1,19:31:00,19:48:06,197.1
FARM101823,Farmer_1823,PC005,Bengaluru Rural,2026-01-21,15:42:00,15,2,0,38,35,37,4,Sugarcane,384.4,C,2,140.1,138.6,18.2,18:00:36,18:18:48,156.8
FARM100801,Farmer_0801,PC002,Mandya North,2026-04-19,10:23:00,10,6,1,31,27,33,2,Ragi,326.1,C,8,173.4,160.3,10.7,13:03:18,13:14:00,171.0
FARM101604,Farmer_1604,PC001,Mysuru Central,2026-04-08,13:59:00,13,2,1,29,28,33,4,Maize,360.7,B,5,102.2,102.0,13.4,15:41:00,15:54:24,115.4
FARM100161,Farmer_0161,PC005,Bengaluru Rural,2026-03-02,09:45:00,9,0,0,24,22,23,6,Maize,62.9,C,8,37.8,37.6,10.3,10:22:36,10:32:54,47.9
FARM100957,Farmer_0957,PC003,Hassan Market,2026-02-03,11:13:00,11,1,1,5,2,5,4,Maize,306.4,C,3,12.0,11.0,13.9,11:24:00,11:37:54,24.9
FARM101187,Farmer_1187,PC004,Tumakuru Main,2026-01-03,08:54:00,8,5,0,39,35,38,3,Maize,321.4,B,7,166.2,161.9,13.5,11:35:54,11:49:24,175.4
FARM100822,Farmer_0822,PC004,Tumakuru Main,2026-03-11,13:13:00,13,2,1,11,9,13,4,Cotton,279.7,B,6,35.2,37.0,14.4,13:50:00,14:04:24,51.4
FARM101682,Farmer_1682,PC005,Bengaluru Rural,2026-03-01,16:09:00,16,6,0,35,31,36,4,Maize,260.4,A,8,71.3,71.3,9.7,17:20:18,17:30:00,81.0
FARM100878,Farmer_0878,PC001,Mysuru Central,2026-03-28,14:00:00,14,5,0,24,21,24,3,Tur Dal,224.3,A,4,103.7,98.9,13.6,15:38:54,15:52:30,112.5
FARM100914,Farmer_0914,PC004,Tumakuru Main,2026-04-11,09:43:00,9,5,0,41,38,43,4,Maize,149.6,B,6,109.5,103.8,10.0,11:26:48,11:36:48,113.8
FARM100153,Farmer_0153,PC005,Bengaluru Rural,2026-02-09,15:10:00,15,0,0,14,13,19,5,Wheat,126.3,A,4,22.9,21.7,10.5,15:31:42,15:42:12,32.2
FARM101871,Farmer_1871,PC002,Mandya North,2026-03-17,13:49:00,13,1,1,23,19,25,2,Rice,212.2,C,9,124.1,124.5,11.5,15:53:30,16:05:00,136.0
FARM101777,Farmer_1777,PC002,Mandya North,2026-03-01,15:04:00,15,6,0,19,18,21,2,Groundnut,345.7,C,5,135.4,136.1,14.0,17:20:06,17:34:06,150.1
FARM100510,Farmer_0510,PC001,Mysuru Central,2026-04-12,13:19:00,13,6,1,25,23,29,3,Groundnut,259.3,C,8,66.6,73.5,8.9,14:32:30,14:41:24,82.4
FARM101136,Farmer_1136,PC001,Mysuru Central,2026-01-15,10:38:00,10,3,1,38,37,39,3,Sugarcane,274.2,C,2,180.4,180.0,17.9,13:38:00,13:55:54,197.9
FARM101251,Farmer_1251,PC001,Mysuru Central,2026-02-18,08:47:00,8,2,0,29,26,28,3,Ragi,224.2,C,7,101.5,98.0,11.2,10:25:00,10:36:12,109.2
FARM101684,Farmer_1684,PC001,Mysuru Central,2026-04-06,12:18:00,12,0,1,39,36,43,4,Maize,313.0,C,10,157.2,145.1,15.2,14:43:06,14:58:18,160.3
FARM100104,Farmer_0104,PC005,Bengaluru Rural,2026-02-24,09:37:00,9,1,0,13,10,11,5,Sugarcane,252.0,A,8,26.0,28.6,13.2,10:05:36,10:18:48,41.8
FARM101446,Farmer_1446,PC001,Mysuru Central,2026-03-17,15:59:00,15,1,0,9,4,10,3,Cotton,319.4,A,5,25.1,23.6,14.2,16:22:36,16:36:48,37.8
FARM101444,Farmer_1444,PC002,Mandya North,2026-02-12,11:57:00,11,3,1,24,21,23,2,Sugarcane,391.6,B,2,181.1,180.0,16.7,14:57:00,15:13:42,196.7
FARM100587,Farmer_0587,PC003,Hassan Market,2026-03-16,10:03:00,10,0,1,30,26,27,4,Rice,401.5,B,7,90.3,88.8,12.2,11:31:48,11:44:00,101.0
FARM101769,Farmer_1769,PC002,Mandya North,2026-03-01,09:40:00,9,6,0,40,38,43,2,Sugarcane,449.2,A,9,182.7,180.0,17.5,12:40:00,12:57:30,197.5
FARM101144,Farmer_1144,PC001,Mysuru Central,2026-04-01,12:43:00,12,2,1,27,25,26,3,Sugarcane,228.9,A,8,91.5,98.8,12.0,14:21:48,14:33:48,110.8
FARM100054,Farmer_0054,PC005,Bengaluru Rural,2026-01-19,10:49:00,10,0,1,38,33,37,6,Sugarcane,233.4,A,2,84.3,76.9,13.6,12:05:54,12:19:30,90.5
FARM100152,Farmer_0152,PC003,Hassan Market,2026-01-15,12:03:00,12,3,1,30,29,36,4,Wheat,262.0,C,9,55.4,51.1,7.3,12:54:06,13:01:24,58.4
FARM100404,Farmer_0404,PC004,Tumakuru Main,2026-02-18,12:09:00,12,2,1,6,3,6,3,Cotton,330.9,B,9,20.1,22.2,12.4,12:31:12,12:43:36,34.6
FARM101943,Farmer_1943,PC002,Mandya North,2026-04-03,08:41:00,8,4,0,41,36,41,1,Sugarcane,107.8,C,1,181.2,180.0,16.6,11:41:00,11:57:36,196.6
FARM100208,Farmer_0208,PC004,Tumakuru Main,2026-03-09,08:18:00,8,0,0,31,27,33,2,Tur Dal,260.6,B,2,194.1,180.0,14.7,11:18:00,11:32:42,194.7
FARM101895,Farmer_1895,PC001,Mysuru Central,2026-01-24,09:48:00,9,5,0,29,26,33,2,Tur Dal,300.2,A,6,131.0,123.0,9.4,11:51:00,12:00:24,132.4
FARM101123,Farmer_1123,PC004,Tumakuru Main,2026-01-05,09:37:00,9,0,0,35,33,35,3,Sugarcane,361.0,B,5,192.2,180.0,18.5,12:37:00,12:55:30,198.5
FARM101891,Farmer_1891,PC003,Hassan Market,2026-02-25,15:52:00,15,2,0,12,11,18,3,Groundnut,481.8,C,6,52.7,49.7,15.1,16:41:42,16:56:48,64.8
FARM100009,Farmer_0009,PC003,Hassan Market,2026-02-23,09:22:00,9,0,0,11,10,14,4,Sugarcane,94.4,B,10,29.4,26.9,11.3,09:48:54,10:00:12,38.2
FARM101015,Farmer_1015,PC001,Mysuru Central,2026-04-09,09:48:00,9,3,0,43,40,47,3,Wheat,178.9,C,4,160.2,172.2,12.8,12:40:12,12:53:00,185.0
FARM101907,Farmer_1907,PC005,Bengaluru Rural,2026-03-24,11:44:00,11,1,1,49,45,47,5,Tur Dal,200.4,B,7,87.7,91.2,9.6,13:15:12,13:24:48,100.8
FARM101061,Farmer_1061,PC001,Mysuru Central,2026-01-18,14:52:00,14,6,0,26,22,29,2,Tur Dal,264.0,A,4,126.6,139.4,12.6,17:11:24,17:24:00,152.0
FARM100453,Farmer_0453,PC002,Mandya North,2026-02-18,10:24:00,10,2,1,35,34,35,2,Cotton,367.5,B,4,171.4,180.0,16.3,13:24:00,13:40:18,196.3
FARM100254,Farmer_0254,PC001,Mysuru Central,2026-01-31,14:24:00,14,5,0,31,27,31,3,Maize,160.5,B,6,104.0,107.8,11.4,16:11:48,16:23:12,119.2
FARM101328,Farmer_1328,PC003,Hassan Market,2026-03-05,10:06:00,10,3,1,42,40,43,4,Rice,171.1,B,4,118.3,110.2,11.4,11:56:12,12:07:36,121.6
FARM100897,Farmer_0897,PC001,Mysuru Central,2026-04-29,13:14:00,13,2,1,40,36,40,2,Cotton,154.1,A,3,186.5,180.0,12.9,16:14:00,16:26:54,192.9
FARM101734,Farmer_1734,PC004,Tumakuru Main,2026-02-12,08:46:00,8,3,0,14,10,11,3,Tur Dal,506.1,B,4,49.4,54.1,15.7,09:40:06,09:55:48,69.8
FARM100881,Farmer_0881,PC002,Mandya North,2026-01-06,11:02:00,11,1,1,36,34,36,1,Sugarcane,392.4,B,4,162.0,180.0,20.2,14:02:00,14:22:12,200.2
FARM101596,Farmer_1596,PC004,Tumakuru Main,2026-02-02,12:15:00,12,0,1,32,29,33,3,Wheat,316.4,A,6,114.6,110.6,10.7,14:05:36,14:16:18,121.3
FARM101889,Farmer_1889,PC005,Bengaluru Rural,2026-01-17,10:50:00,10,5,1,26,22,26,5,Groundnut,464.6,A,1,67.1,64.7,14.3,11:54:42,12:09:00,79.0
FARM100624,Farmer_0624,PC001,Mysuru Central,2026-03-11,12:58:00,12,2,1,37,36,38,4,Sugarcane,146.6,B,9,114.7,121.7,12.8,14:59:42,15:12:30,134.5
FARM100346,Farmer_0346,PC003,Hassan Market,2026-02-26,16:52:00,16,3,0,49,45,48,4,Ragi,350.7,C,4,117.3,125.3,11.4,18:57:18,19:08:42,136.7
FARM101703,Farmer_1703,PC001,Mysuru Central,2026-02-12,12:00:00,12,3,1,9,7,14,3,Maize,451.0,A,7,36.7,34.6,11.0,12:34:36,12:45:36,45.6
FARM100263,Farmer_0263,PC004,Tumakuru Main,2026-02-15,12:47:00,12,6,1,22,17,22,2,Maize,104.0,A,2,86.1,88.2,8.9,14:15:12,14:24:06,97.1
FARM101635,Farmer_1635,PC004,Tumakuru Main,2026-01-24,14:11:00,14,5,0,20,16,22,2,Sugarcane,88.9,C,3,125.3,118.8,14.2,16:09:48,16:24:00,133.0
FARM101322,Farmer_1322,PC001,Mysuru Central,2026-02-16,09:41:00,9,0,0,10,9,12,3,Groundnut,476.1,A,3,45.7,44.8,14.0,10:25:48,10:39:48,58.8
FARM101439,Farmer_1439,PC005,Bengaluru Rural,2026-04-11,16:57:00,16,5,0,39,36,43,5,Sugarcane,390.0,C,8,131.1,132.8,20.4,19:09:48,19:30:12,153.2
FARM100151,Farmer_0151,PC002,Mandya North,2026-01-26,12:31:00,12,0,1,19,18,25,2,Groundnut,88.9,A,5,85.0,85.4,8.6,13:56:24,14:05:00,94.0
FARM100473,Farmer_0473,PC001,Mysuru Central,2026-01-13,14:44:00,14,1,0,14,13,18,2,Maize,300.7,C,5,83.1,88.3,13.9,16:12:18,16:26:12,102.2
FARM100641,Farmer_0641,PC005,Bengaluru Rural,2026-01-02,08:57:00,8,4,0,38,34,37,5,Tur Dal,381.0,B,9,81.0,86.1,14.2,10:23:06,10:37:18,100.3
FARM101983,Farmer_1983,PC001,Mysuru Central,2026-04-12,15:49:00,15,6,0,5,2,5,4,Ragi,291.2,C,2,1.9,1.9,11.8,15:50:54,16:02:42,13.7
FARM101883,Farmer_1883,PC003,Hassan Market,2026-04-11,14:42:00,14,5,0,11,7,13,3,Ragi,366.1,A,8,26.3,26.3,10.7,15:08:18,15:19:00,37.0
FARM100551,Farmer_0551,PC002,Mandya North,2026-01-25,11:33:00,11,6,1,10,5,10,2,Ragi,211.2,C,4,36.9,38.5,13.2,12:11:30,12:24:42,51.7
FARM101780,Farmer_1780,PC005,Bengaluru Rural,2026-02-02,13:52:00,13,0,1,23,20,23,6,Maize,225.1,C,10,35.0,37.0,9.9,14:29:00,14:38:54,46.9
FARM100929,Farmer_0929,PC001,Mysuru Central,2026-03-28,13:22:00,13,5,1,33,28,34,4,Tur Dal,344.6,C,6,90.2,96.8,13.6,14:58:48,15:12:24,110.4
FARM100489,Farmer_0489,PC002,Mandya North,2026-01-22,16:53:00,16,3,0,8,6,12,2,Sugarcane,171.4,B,4,50.6,51.4,16.0,17:44:24,18:00:24,67.4
FARM101812,Farmer_1812,PC002,Mandya North,2026-03-13,15:41:00,15,4,0,7,4,7,1,Cotton,400.9,B,8,71.4,69.4,16.1,16:50:24,17:06:30,85.5
FARM101172,Farmer_1172,PC001,Mysuru Central,2026-04-11,16:51:00,16,5,0,8,5,8,3,Cotton,114.4,B,9,14.6,14.1,9.6,17:05:06,17:14:42,23.7
FARM100147,Farmer_0147,PC005,Bengaluru Rural,2026-04-20,15:14:00,15,0,0,36,35,37,5,Maize,254.0,C,8,82.1,84.6,13.2,16:38:36,16:51:48,97.8
FARM101705,Farmer_1705,PC003,Hassan Market,2026-04-25,13:37:00,13,5,1,11,9,14,4,Tur Dal,175.5,B,10,34.3,36.3,10.9,14:13:18,14:24:12,47.2
FARM101929,Farmer_1929,PC001,Mysuru Central,2026-04-30,09:51:00,9,3,0,6,2,5,4,Rice,200.3,C,2,7.7,7.9,10.6,09:58:54,10:09:30,18.5
FARM100403,Farmer_0403,PC005,Bengaluru Rural,2026-02-25,09:50:00,9,2,0,30,25,28,6,Ragi,40.0,A,8,26.4,24.4,7.2,10:14:24,10:21:36,31.6
FARM100955,Farmer_0955,PC003,Hassan Market,2026-04-26,10:19:00,10,6,1,6,1,6,4,Rice,482.5,A,6,7.7,7.9,12.8,10:26:54,10:39:42,20.7
FARM101878,Farmer_1878,PC001,Mysuru Central,2026-03-13,16:06:00,16,4,0,21,19,24,2,Sugarcane,279.3,B,8,132.6,132.1,13.7,18:18:06,18:31:48,145.8
FARM100660,Farmer_0660,PC003,Hassan Market,2026-01-21,16:32:00,16,2,0,45,41,42,5,Rice,157.5,B,6,87.0,87.1,11.1,17:59:06,18:10:12,98.2
FARM101373,Farmer_1373,PC004,Tumakuru Main,2026-04-25,15:06:00,15,5,0,49,45,46,3,Groundnut,179.7,B,7,179.7,180.0,11.2,18:06:00,18:17:12,191.2
FARM100464,Farmer_0464,PC003,Hassan Market,2026-02-04,15:24:00,15,2,0,30,29,35,3,Rice,316.9,C,10,102.5,106.4,11.7,17:10:24,17:22:06,118.1
FARM101350,Farmer_1350,PC005,Bengaluru Rural,2026-02-05,10:35:00,10,3,1,37,34,41,5,Rice,378.1,B,5,78.1,74.3,11.4,11:49:18,12:00:42,85.7
FARM100187,Farmer_0187,PC001,Mysuru Central,2026-01-05,14:46:00,14,0,0,35,34,38,3,Groundnut,164.8,B,4,140.3,143.4,12.4,17:09:24,17:21:48,155.8
FARM101148,Farmer_1148,PC004,Tumakuru Main,2026-03-15,12:48:00,12,6,1,48,44,49,2,Maize,385.8,A,4,194.5,180.0,12.9,15:48:00,16:00:54,192.9
FARM101225,Farmer_1225,PC002,Mandya North,2026-04-11,09:15:00,9,5,0,42,39,40,2,Cotton,444.1,B,3,192.2,180.0,16.2,12:15:00,12:31:12,196.2
FARM100609,Farmer_0609,PC001,Mysuru Central,2026-01-13,15:44:00,15,1,0,13,12,15,4,Wheat,332.9,C,1,38.8,38.7,13.0,16:22:42,16:35:42,51.7
FARM100144,Farmer_0144,PC003,Hassan Market,2026-02-18,15:37:00,15,2,0,20,18,24,4,Rice,343.5,C,7,57.6,60.9,13.9,16:37:54,16:51:48,74.8
FARM100752,Farmer_0752,PC001,Mysuru Central,2026-04-05,12:34:00,12,6,1,17,15,16,2,Rice,241.5,A,8,53.5,56.0,6.9,13:30:00,13:36:54,62.9
FARM101535,Farmer_1535,PC005,Bengaluru Rural,2026-02-02,14:33:00,14,0,0,42,40,42,6,Sugarcane,237.8,B,9,90.8,94.2,16.0,16:07:12,16:23:12,110.2
FARM100982,Farmer_0982,PC001,Mysuru Central,2026-01-05,12:44:00,12,0,1,8,7,10,4,Cotton,304.6,A,3,38.6,37.6,16.7,13:21:36,13:38:18,54.3
FARM100198,Farmer_0198,PC003,Hassan Market,2026-01-19,15:45:00,15,0,0,33,29,35,4,Ragi,161.5,C,4,84.2,89.6,13.4,17:14:36,17:28:00,103.0
FARM101634,Farmer_1634,PC001,Mysuru Central,2026-03-19,16:03:00,16,3,0,40,36,37,2,Groundnut,252.6,A,4,194.6,180.0,13.7,19:03:00,19:16:42,193.7
FARM100884,Farmer_0884,PC004,Tumakuru Main,2026-02-01,08:02:00,8,6,0,36,32,33,3,Groundnut,313.3,B,7,154.0,168.7,15.2,10:50:42,11:05:54,183.9
FARM100280,Farmer_0280,PC005,Bengaluru Rural,2026-02-25,09:17:00,9,2,0,32,29,36,5,Ragi,194.6,A,2,46.7,48.8,9.6,10:05:48,10:15:24,58.4
FARM100294,Farmer_0294,PC003,Hassan Market,2026-03-04,11:08:00,11,2,1,16,12,13,5,Wheat,399.6,A,10,31.6,30.4,9.8,11:38:24,11:48:12,40.2
FARM101824,Farmer_1824,PC004,Tumakuru Main,2026-01-24,09:48:00,9,5,0,26,21,28,3,Maize,202.1,C,8,93.5,87.5,11.8,11:15:30,11:27:18,99.3
FARM100401,Farmer_0401,PC002,Mandya North,2026-04-12,15:19:00,15,6,0,24,21,27,1,Wheat,288.2,A,2,186.8,180.0,8.4,18:19:00,18:27:24,188.4
FARM100123,Farmer_0123,PC005,Bengaluru Rural,2026-04-06,10:32:00,10,0,1,21,17,19,5,Tur Dal,442.1,C,5,32.2,35.1,11.4,11:07:06,11:18:30,46.5
FARM101208,Farmer_1208,PC005,Bengaluru Rural,2026-01-13,10:18:00,10,1,1,6,1,6,5,Ragi,240.0,C,9,10.1,10.6,11.0,10:28:36,10:39:36,21.6
FARM100203,Farmer_0203,PC001,Mysuru Central,2026-03-24,09:52:00,9,1,0,39,38,39,3,Cotton,106.2,B,4,193.1,180.0,14.0,12:52:00,13:06:00,194.0
FARM101463,Farmer_1463,PC005,Bengaluru Rural,2026-04-30,13:57:00,13,3,1,37,32,37,5,Tur Dal,324.6,A,8,86.0,81.3,13.3,15:18:18,15:31:36,94.6
FARM100836,Farmer_0836,PC004,Tumakuru Main,2026-02-18,15:31:00,15,2,0,6,3,10,4,Sugarcane,423.8,C,10,12.3,12.2,18.6,15:43:12,16:01:48,30.8
FARM100247,Farmer_0247,PC004,Tumakuru Main,2026-01-30,14:12:00,14,4,0,21,17,20,3,Tur Dal,322.3,A,1,78.0,74.2,12.7,15:26:12,15:38:54,86.9
